X Y gold_grade
-642.99 -25761.45 110.3901
-618.26 -25844.02 69.9036
-630.18 -25851.97 51.3325
-656.48 -25908.93 79.7243
-688.59 -25804.16 38.104
-737.12 -25854.56 245.2192
-656.97 -25751.42 77.6283
-699.23 -25806.45 55.0794
-603.64 -25840.41 135.1513
-693.16 -25759.17 124.8226
-566.53 -25837.67 52.323
-642.7 -25970.56 169.9762
-698.9 -25783.07 170.1709
-623.82 -25866.13 118.9372
-651.0 -25756.38 44.2899
-702.61 -25934.49 94.5356
-729.57 -25786.29 100.1639
-721.58 -25791.39 51.7011
-635.98 -25768.7 68.2783
-590.35 -25848.82 91.9879
-649.76 -25754.39 112.2872
-690.93 -25894.96 54.9661
-708.19 -25774.16 140.9846
-696.74 -25791.39 183.1116
-659.36 -25963.94 159.4578
-586.58 -25835.25 139.7875
-704.68 -25895.9 70.02
-674.13 -25889.01 105.3885
-621.9 -25857.28 110.1348
-728.57 -25753.45 35.5916
-667.25 -25901.1 158.6821
-740.8 -25874.54 67.5554
-719.62 -25792.21 59.9774
-640.39 -25967.85 273.2481
-741.06 -25835.92 68.9874
-705.79 -25801.69 111.2082
-715.22 -25768.37 42.6293
-725.67 -25784.2 87.7285
-641.81 -25763.54 93.1229
-706.39 -25818.85 77.646
-682.47 -25886.33 93.4602
-713.02 -25775.69 67.5782
-653.3 -25751.09 106.5708
-696.39 -25802.89 44.186
-614.32 -25846.88 44.4194
-707.04 -25801.23 254.0422
-702.19 -25750.97 203.9358
-709.42 -25778.82 74.5515
-656.44 -25767.75 75.268
-580.81 -25830.06 140.7343
-674.91 -25880.02 56.0145
-642.5 -25971.81 203.8816
-577.06 -25842.52 66.7392
-638.98 -25973.82 175.33
-673.26 -25772.83 83.8531
-580.24 -25840.18 74.3199
-627.94 -25863.21 260.2853
-716.18 -25795.87 132.4256
-731.54 -25858.86 156.8331
-699.08 -25889.93 39.0325
-714.06 -25812.95 96.9133
-667.19 -25957.73 109.5216
-586.28 -25878.65 80.3546
-631.48 -25859.47 143.3082
-677.55 -25893.08 88.7282
-707.4 -25835.62 115.785
-585.5 -25834.63 165.541
-717.97 -25810.22 134.809
-589.94 -25832.86 88.7417
-680.25 -25881.59 92.4123
-574.15 -25863.41 48.6976
-701.89 -25780.16 216.4408
-636.02 -25970.79 246.666
-590.62 -25859.41 32.2995
-698.82 -25788.89 166.4541
-698.2 -25754.08 106.4124
-623.44 -25872.58 148.594
-646.89 -25902.35 51.5682
-698.1 -25900.39 38.5141
-642.27 -25904.87 46.339
-635.25 -25977.08 117.9769
-741.96 -25679.19 21.3964
-731.56 -25657.54 65.6995
-740.17 -25607.34 65.9676
-692.82 -25682.25 37.1468
-718.81 -25627.66 65.367
-653.91 -25730.28 39.1887
-693.33 -25662.9 26.6426
-728.27 -25695.08 54.2768
-731.04 -25715.64 64.6892
-712.22 -25647.06 35.0184
-741.98 -25705.76 106.6228
-695.62 -25667.65 48.9296
-717.84 -25721.86 36.2905
-684.59 -25702.46 97.4858
-656.66 -25747.39 30.7824
-711.14 -25655.28 67.9104
-647.48 -25745.63 78.7768
-654.36 -25738.84 27.9646
-709.08 -25739.85 99.5095
-736.6 -25610.61 123.2199
-683.91 -25744.75 73.0365
-735.87 -25688.81 23.3478
-735.79 -25683.85 29.9498
-734.58 -25712.13 95.5684
-701.97 -25725.37 62.8942
-665.51 -25717.34 136.069
-709.51 -25726.81 47.5944
-727.74 -25719.19 68.7503
-717.53 -25710.69 86.052
-722.0 -25743.02 103.2393
-688.02 -25674.06 12.6987
-711.0 -25648.66 53.2633
-723.45 -25674.81 21.1753
-725.91 -25620.84 42.0829
-692.58 -25720.45 57.2504
-714.85 -25694.34 90.9671
-657.18 -25726.88 51.2695
-706.09 -25722.66 146.2974
-700.15 -25675.82 39.7412
-689.68 -25723.11 50.8956
-707.13 -25651.86 33.3494
-703.55 -25655.09 38.3048
-680.79 -25748.54 165.5021
-721.75 -25687.65 68.7497
-728.38 -25690.27 43.7574
-724.88 -25704.41 29.1869
-691.76 -25695.93 78.3336
-701.06 -25718.1 162.3412
-736.95 -25724.19 55.3717
-716.84 -25733.76 86.8918
-693.85 -25724.33 56.196
-730.11 -25645.14 108.8344
-704.25 -25673.49 75.3367
-694.06 -25731.19 68.909
-732.99 -25614.06 70.2303
-714.25 -25717.27 42.3967
-659.87 -25748.76 46.6074
-725.07 -25739.15 80.7706
-661.06 -25723.6 85.8792
-677.73 -25702.33 171.442
-719.23 -25697.57 64.3559
-681.12 -25705.31 103.191
-727.41 -25671.7 20.453
-731.96 -25692.03 30.3623
-691.79 -25735.59 48.3199
-660.32 -25744.21 41.7828
-739.24 -25664.12 56.4147
-704.51 -25710.5 178.4261
-684.37 -25683.02 21.8672
-698.3 -25728.46 90.1406
-665.9 -25743.49 31.7583
-740.81 -25667.69 20.4984
-717.26 -25714.63 93.0907
-722.85 -25651.19 55.8124
-715.89 -25705.49 116.554
-680.5 -25730.99 75.2526
-697.09 -25703.38 71.2751
-668.93 -25714.28 126.6662
-726.72 -25648.57 80.9856
-664.82 -25729.07 46.927
-715.81 -25680.75 50.4705
-722.12 -25695.14 29.8317
-721.11 -25707.46 67.1755
-736.62 -25666.17 63.877
-662.19 -25707.09 116.9791
-713.4 -25702.81 97.2024
-696.38 -25678.97 23.7934
-696.09 -25661.47 23.2956
-695.63 -25717.79 51.4871
-739.32 -25685.47 45.9272
-711.86 -25667.55 69.2615
-705.23 -25729.51 71.7432
-739.68 -25744.18 92.4554
-716.24 -25700.08 45.0971
-729.35 -25617.56 76.174
-700.59 -25692.99 37.6821
-709.94 -25719.73 69.2164
-647.12 -25729.1 64.8921
-731.34 -25731.42 37.6087
-701.4 -25712.76 105.9695
-740.27 -25671.9 28.9287
-686.62 -25725.95 52.5394
-737.51 -25638.64 61.8092
-650.66 -25734.35 44.2676
-671.52 -25738.52 61.9275
-661.43 -25732.21 32.3221
-732.95 -25686.63 39.1355
-689.34 -25692.48 62.8271
-729.31 -25681.52 46.2076
-683.48 -25728.64 60.8694
-704.96 -25742.8 70.9704
-638.11 -25746.35 53.1618
-683.7 -25717.77 36.6292
-699.88 -25658.17 51.6493
-708.46 -25711.85 124.9752
-697.17 -25659.8 19.7779
-715.63 -25664.7 58.7368
-696.57 -25734.31 73.9043
-650.97 -25742.22 64.2403
-643.81 -25741.16 47.7943
-708.33 -25687.0 39.1607
-734.02 -25641.97 54.9297
-725.3 -25692.83 74.0594
-674.82 -25705.82 93.398
-677.74 -25733.82 84.863
-718.95 -25746.65 50.8284
-725.75 -25685.06 63.8312
-739.89 -25691.94 52.0446
-692.38 -25664.6 21.0218
-732.8 -25678.01 23.3771
-668.34 -25740.69 69.8818
-724.59 -25698.3 34.9353
-732.58 -25665.42 130.3461
-740.87 -25635.17 49.8929
-738.8 -25681.73 22.604
-671.11 -25709.38 76.4536
-704.31 -25690.02 24.6103
-712.32 -25708.7 135.6375
-666.15 -25703.33 131.6987
-713.28 -25736.87 47.0747
-708.04 -25670.59 118.5759
-662.88 -25746.25 75.506
-693.51 -25707.03 78.4966
-718.31 -25690.75 33.8752
-663.71 -25740.76 36.271
-736.08 -25695.08 26.5893
-659.12 -25709.54 59.5293
-736.64 -25670.37 45.8902
-669.11 -25699.02 152.3372
-691.41 -25670.62 31.5589
-721.06 -25730.71 41.3203
-732.23 -25698.14 67.0254
-710.36 -25705.32 77.1947
-708.43 -25650.09 44.5382
-658.09 -25719.52 62.2257
-720.82 -25711.43 69.1594
-736.35 -25728.71 43.5828
-707.43 -25707.6 80.9219
-738.29 -25709.24 66.3115
-728.63 -25701.33 142.1237
-647.34 -25737.78 57.2054
-672.59 -25695.28 119.0726
-720.84 -25701.25 76.5773
-639.62 -25735.28 43.3225
-719.73 -25677.81 24.3587
-699.98 -25664.94 99.6288
-735.57 -25726.56 49.8124
-690.22 -25710.54 58.3441
-728.14 -25735.34 37.2503
-704.49 -25653.34 48.1135
-689.84 -25665.93 20.1036
-736.05 -25747.25 68.0872
-713.66 -25724.52 53.0169
-707.36 -25658.33 60.2319
-704.93 -25715.04 110.629
-719.0 -25661.95 111.9378
-722.25 -25624.24 57.7618
-698.33 -25715.21 63.2457
-715.1 -25652.0 28.7978
-654.55 -25722.92 44.0857
-703.52 -25661.53 63.0806
-688.28 -25699.38 90.7815
-741.08 -25721.25 40.1093
-681.85 -25699.39 99.2785
-712.4 -25746.93 173.1816
-667.45 -25737.54 36.6295
-712.09 -25683.75 49.2703
-670.74 -25734.08 70.901
-643.24 -25732.22 52.4233
-650.74 -25725.87 35.6251
-735.34 -25654.58 58.6584
-734.31 -25727.46 36.8254
-701.18 -25732.13 83.3165
-685.71 -25696.16 54.6051
-700.83 -25656.27 41.7365
-686.94 -25714.04 27.9996
-679.11 -25688.09 62.9034
-657.87 -25735.69 24.4219
-697.42 -25721.49 149.3472
-737.82 -25675.73 24.0983
-718.64 -25249.8 61.101
-730.02 -25260.39 39.2258
-711.56 -25361.79 48.8153
-733.31 -25362.69 72.5584
-716.94 -25253.32 60.7257
-706.44 -25250.02 17.5213
-737.35 -25358.45 81.9391
-639.37 -25277.57 13.3286
-666.16 -25281.01 39.4794
-732.73 -25334.66 59.7874
-730.52 -25357.7 149.4378
-731.07 -25249.94 50.3152
-716.39 -25271.15 82.8731
-726.99 -25360.89 72.3957
-654.96 -25271.67 27.6695
-740.31 -25292.78 35.6493
-702.37 -25252.91 57.7102
-705.94 -25258.81 58.8507
-669.42 -25278.54 27.4536
-722.21 -25361.29 43.5465
-722.22 -25266.0 45.1318
-672.44 -25276.41 26.1955
-741.89 -25251.69 19.8116
-709.23 -25366.01 56.3549
-642.29 -25281.74 13.851
-728.72 -25251.77 58.1688
-710.94 -25263.63 82.6321
-713.41 -25256.84 44.8813
-716.44 -25369.1 94.0291
-723.15 -25255.17 109.5001
-719.33 -25365.19 38.7415
-724.9 -25364.05 57.8285
-671.52 -25260.13 26.1913
-734.06 -25257.65 17.7544
-659.9 -25285.65 18.1644
-667.38 -25263.02 18.9756
-704.89 -25250.61 38.6803
-698.56 -25256.3 53.3548
-720.84 -25257.35 69.1667
-727.15 -25252.4 56.7172
-720.87 -25250.83 64.2639
-715.22 -25261.02 79.4999
-709.49 -25259.96 81.7481
-715.57 -25252.05 33.8711
-737.59 -25351.32 57.0137
-663.19 -25283.26 17.4093
-734.06 -25354.51 82.5686
-709.18 -25256.64 56.7114
-718.0 -25269.06 62.6661
-633.52 -25269.23 14.0963
-659.1 -25268.79 36.0782
-636.45 -25273.4 20.3922
-627.68 -25260.88 21.8017
-718.02 -25370.68 76.5764
-630.6 -25265.06 12.3119
-737.8 -25254.65 31.3212
-719.11 -25258.2 76.0705
-679.2 -25271.72 54.7193
-712.5 -25254.35 83.8748
-663.24 -25265.9 26.5344
-741.13 -25348.13 46.5918
-726.08 -25263.2 47.9922
-676.01 -25274.17 34.12
-725.03 -25254.44 51.8334
-721.46 -25367.37 44.2532
-738.18 -25336.19 80.3989
-707.28 -25266.95 41.6175
-740.72 -25354.93 35.4728
-685.82 -25199.88 53.0062
-647.95 -25126.19 11.3931
-676.55 -25190.45 65.0713
-633.84 -25135.7 10.8606
-670.26 -25120.66 36.1469
-575.39 -25054.51 52.2097
-642.38 -25131.06 4.9322
-709.51 -25185.44 105.5464
-718.5 -25020.32 38.2099
-508.43 -25167.14 25.7547
-623.14 -25126.73 36.7598
-659.54 -25147.56 14.8164
-722.57 -25017.59 28.3687
-638.5 -25038.35 33.0578
-674.18 -25114.87 41.2177
-697.21 -25112.24 25.3507
-641.12 -25180.88 22.2356
-712.8 -25244.96 50.4071
-697.62 -25102.11 20.5085
-557.68 -25062.44 20.1257
-725.08 -25244.99 59.9271
-603.15 -25078.34 14.5888
-680.1 -25123.22 73.2693
-732.19 -25150.7 35.5693
-597.69 -25226.92 9.3408
-737.56 -25194.44 30.1981
-503.81 -25066.87 19.1055
-663.56 -25144.67 11.2918
-556.58 -25229.06 40.0162
-581.78 -25185.87 22.125
-669.1 -25060.69 58.7091
-722.9 -25180.8 33.7053
-668.28 -25074.87 32.053
-612.43 -25058.05 27.2612
-662.24 -25041.13 59.2985
-730.96 -25208.62 35.1398
-525.74 -25176.8 55.6452
-740.8 -25233.41 46.9083
-526.54 -25171.59 80.6625
-655.38 -25123.33 5.9449
-599.59 -25146.84 11.9481
-658.49 -25121.76 8.0122
-687.91 -25017.6 23.2151
-509.69 -25184.68 57.3266
-675.73 -25128.98 30.0137
-554.51 -25243.0 43.1196
-652.1 -25123.4 7.906
-613.88 -25215.72 22.378
-624.69 -25082.62 11.3364
-726.8 -25046.3 35.8643
-550.1 -25067.63 15.9685
-617.92 -25143.67 24.2592
-561.62 -25114.74 10.1766
-661.97 -25124.28 9.2169
-697.05 -25122.31 17.0635
-640.21 -25172.87 46.2429
-741.23 -25191.06 27.7299
-605.81 -25227.55 8.5356
-697.09 -25246.13 60.2653
-607.62 -25017.05 51.4752
-512.99 -25047.14 42.4867
-729.67 -25050.38 20.7173
-642.62 -25108.09 43.3603
-518.04 -25043.33 30.3557
-610.22 -25071.11 14.3922
-623.31 -25203.06 17.8089
-661.05 -25133.38 9.5974
-595.91 -25176.6 34.9303
-728.71 -25153.06 35.9725
-569.43 -25055.67 22.404
-642.06 -25062.9 61.2633
-737.07 -25239.56 34.7629
-629.48 -25138.18 13.9255
-574.02 -25186.29 30.721
-645.7 -25113.68 15.4409
-569.32 -25044.95 28.9118
-666.21 -25064.67 43.359
-583.2 -25048.58 45.8203
-592.0 -25175.0 22.1579
-587.08 -25083.63 36.8896
-508.57 -25051.3 31.9679
-578.4 -25045.95 60.2798
-672.23 -25057.13 45.7395
-608.41 -25144.88 37.9536
-529.85 -25047.57 28.5271
-725.11 -25247.69 84.3506
-702.08 -25236.71 68.021
-632.3 -25066.65 49.1072
-635.59 -25062.89 43.1104
-592.51 -25050.14 22.26
-726.91 -25211.74 29.1898
-655.18 -25047.93 87.9816
-709.18 -25167.31 240.3845
-616.18 -25054.65 20.1338
-720.85 -25240.16 53.5
-555.65 -25017.5 41.4434
-559.07 -25093.59 28.3625
-727.55 -25178.8 21.0809
-733.1 -25249.08 54.3474
-533.16 -25096.83 16.792
-741.01 -25030.6 89.1579
-500.5 -25054.64 34.3602
-633.31 -25121.92 13.5323
-521.05 -25040.84 20.7886
-516.01 -25150.26 48.1858
-553.98 -25064.33 37.1926
-582.65 -25198.52 28.6845
-623.36 -25027.96 88.868
-729.0 -25237.0 27.3435
-736.31 -25051.2 21.9588
-712.46 -25164.72 201.8864
-641.39 -25041.56 27.0873
-741.52 -25224.78 59.7655
-706.05 -25233.77 41.2176
-734.95 -25058.86 13.3171
-614.04 -25222.08 30.2928
-556.1 -25219.49 54.2372
-521.98 -25023.38 18.4512
-735.34 -25148.54 45.6293
-689.95 -25113.22 33.0163
-497.94 -25072.83 25.1695
-516.23 -25061.27 58.471
-645.4 -25059.12 58.4034
-686.33 -25183.36 51.8918
-683.84 -25113.14 44.75
-631.09 -25052.14 29.9562
-737.21 -25226.46 46.5247
-717.0 -25249.0 37.9899
-585.89 -25183.15 23.1263
-715.79 -25162.36 70.1581
-675.32 -25068.07 34.3122
-547.34 -25051.11 16.6257
-520.11 -25059.6 35.9799
-609.81 -25086.41 20.3798
-600.62 -25190.48 20.5988
-636.21 -25175.75 51.2543
-628.62 -25035.54 38.2188
-565.38 -25058.51 34.0961
-599.7 -25059.66 13.3865
-727.0 -25239.0 42.3061
-635.84 -25149.55 7.1516
-617.02 -25088.88 14.9332
-651.29 -25166.42 31.1349
-541.2 -25053.56 19.616
-740.25 -25222.56 40.0808
-549.84 -25033.91 25.7892
-731.0 -25235.0 25.9869
-536.58 -25008.02 17.1688
-655.72 -25098.58 70.7967
-651.73 -25051.46 93.094
-596.51 -25193.22 20.5221
-644.12 -25144.17 9.0294
-599.1 -25036.81 38.4719
-514.5 -25045.62 45.1126
-675.55 -25053.15 44.2584
-693.04 -25125.14 24.9307
-680.04 -25146.87 16.7513
-503.35 -25077.23 29.1097
-653.79 -25206.63 14.5862
-532.37 -25078.94 53.0333
-635.49 -25134.56 8.5033
-583.77 -25087.54 30.4005
-734.58 -25237.85 41.1254
-577.83 -25103.18 34.9458
-667.58 -25141.79 17.5536
-643.79 -25128.98 7.8661
-738.34 -25049.59 22.4481
-655.52 -25150.45 14.64
-658.77 -25044.2 76.4047
-528.31 -25166.73 94.1541
-624.14 -25225.21 28.3308
-561.43 -25061.5 23.4649
-573.57 -25161.44 22.6333
-690.36 -25146.86 13.316
-726.21 -25235.96 28.1288
-663.65 -25199.67 35.2825
-556.55 -25210.05 31.8514
-535.9 -25015.54 33.6528
-712.85 -25209.82 78.4296
-719.06 -25160.07 54.1836
-726.59 -25014.79 31.7355
-523.3 -25041.89 24.7157
-605.91 -25221.32 16.4453
-674.29 -25228.27 46.7491
-651.5 -25153.33 13.5315
-555.87 -25001.06 30.7071
-621.44 -25121.72 31.236
-555.2 -25238.36 41.1619
-728.1 -25242.64 44.8666
-740.5 -25067.52 22.1918
-659.73 -25072.31 31.518
-734.64 -25009.35 53.3053
-683.1 -25185.75 53.6808
-536.95 -25028.05 14.304
-524.49 -25161.25 72.3356
-690.66 -25110.76 44.9736
-647.64 -25028.66 53.1229
-734.55 -25158.71 36.4696
-740.62 -25121.73 60.2168
-689.68 -25181.0 115.9805
-573.75 -25105.91 12.3293
-675.57 -25125.78 70.2263
-561.42 -25000.81 99.7966
-669.7 -25117.46 32.3704
-603.49 -25144.05 27.1754
-558.52 -25079.46 10.409
-646.96 -25128.17 8.5006
-631.53 -25045.12 29.1721
-723.93 -25033.09 18.2713
-628.04 -25048.35 34.8542
-505.19 -25038.03 14.4928
-603.78 -25056.51 17.5298
-694.78 -25237.08 152.0494
-502.56 -25187.92 44.1666
-598.64 -25031.53 57.4838
-527.94 -25013.9 20.6894
-617.39 -25079.71 13.471
-699.2 -25173.94 121.4663
-521.22 -25186.17 36.9319
-515.9 -25155.32 35.6482
-740.57 -25150.98 22.8133
-722.35 -25037.31 25.0473
-510.37 -25072.24 33.3847
-509.16 -25049.44 39.9786
-637.82 -25119.46 15.5105
-727.96 -25131.2 12.6554
-665.13 -25131.22 31.8137
-714.53 -25244.45 53.2932
-676.37 -25205.62 39.0553
-733.89 -25197.83 40.1015
-679.07 -25064.57 21.6508
-707.38 -25003.19 35.5641
-613.36 -25145.39 22.2278
-729.79 -25162.25 40.546
-699.38 -25008.85 27.7638
-665.16 -25119.69 9.4003
-637.13 -25055.78 31.8889
-518.98 -25138.42 33.5793
-506.36 -25074.09 33.0341
-580.0 -25187.0 30.3479
-671.6 -25138.9 25.5475
-562.47 -25076.39 20.3342
-686.26 -25140.7 27.6881
-698.58 -25141.48 27.4995
-591.15 -25042.54 50.4763
-527.2 -25142.88 48.9094
-728.35 -25233.2 24.4511
-523.75 -25050.89 26.2538
-651.22 -25125.71 13.8266
-639.59 -25070.32 38.4327
-656.26 -25120.62 5.3336
-547.04 -25088.62 8.6349
-539.31 -25005.98 25.8374
-705.47 -25188.32 134.9858
-545.96 -25029.3 25.7783
-698.11 -25239.64 76.1317
-576.86 -25039.67 57.075
-663.61 -25158.04 51.3754
-611.52 -25014.39 40.7483
-638.64 -25111.13 23.7047
-608.31 -25112.27 10.8826
-630.76 -25219.52 26.5698
-689.04 -25127.97 10.9206
-660.56 -25097.7 68.247
-732.85 -25047.54 38.3123
-535.61 -25076.81 40.8766
-585.1 -25033.92 34.0438
-642.22 -25034.7 31.8358
-550.66 -25099.09 10.6858
-586.0 -25181.0 36.1493
-511.28 -25175.16 34.803
-552.57 -25026.54 43.31
-618.12 -25219.05 39.7173
-674.59 -25118.48 67.9418
-648.67 -25055.22 44.8069
-562.82 -25044.96 33.5329
-639.94 -25146.76 11.2019
-517.51 -25190.32 57.248
-508.02 -25065.02 26.7278
-617.67 -25147.64 51.8398
-544.7 -25023.08 13.8837
-656.82 -25135.96 11.7054
-632.62 -25076.36 26.6105
-580.77 -25036.73 35.8488
-565.43 -25167.44 61.5042
-537.69 -25094.75 14.7585
-736.98 -25063.36 15.7795
-660.42 -25202.11 17.6436
-691.15 -25240.47 53.112
-695.46 -25011.83 11.9731
-617.54 -25064.19 20.6889
-527.45 -25035.71 19.2807
-506.67 -25173.25 31.0228
-547.07 -25091.51 8.2062
-577.3 -25158.05 12.0907
-558.51 -25047.29 24.8123
-525.84 -25152.06 82.3769
-574.55 -25048.82 25.6904
-721.46 -25203.94 38.881
-692.88 -25104.77 67.8844
-638.1 -25045.16 38.1166
-557.25 -25205.4 16.1513
-554.48 -25031.25 36.7802
-671.11 -25127.88 35.6782
-589.77 -25068.38 27.7465
-632.37 -25032.27 54.3145
-651.13 -25041.37 29.838
-723.0 -25243.0 27.5092
-666.82 -25197.41 31.1207
-629.81 -25125.2 7.3842
-657.25 -25204.27 22.3331
-557.94 -25200.76 13.3861
-685.72 -25227.16 61.3604
-615.56 -25047.23 25.9999
-704.34 -25137.72 26.1685
-694.35 -25135.13 26.5402
-505.61 -25053.71 47.1511
-546.23 -25070.45 16.642
-653.44 -25002.45 28.9491
-604.11 -25041.72 23.0136
-608.52 -25038.58 32.6576
-739.62 -25182.21 44.6674
-573.24 -25008.16 54.1334
-690.3 -25137.91 18.6809
-554.77 -25096.2 17.14
-670.4 -25195.25 87.5379
-708.45 -25135.03 17.8662
-610.97 -25140.38 37.7694
-511.74 -25151.96 42.5515
-590.48 -25037.61 42.0577
-511.42 -25028.93 17.6399
-514.34 -25070.21 25.0588
-519.99 -25006.79 11.875
-664.89 -25078.34 24.3937
-606.57 -25121.01 5.7062
-544.7 -25051.82 23.0127
-701.18 -25215.47 56.8032
-740.3 -25054.24 12.8475
-636.15 -25028.79 47.5998
-649.12 -25175.12 19.4576
-685.03 -25130.81 15.5673
-627.52 -25025.14 43.0292
-700.96 -25242.87 40.3485
-501.53 -25039.97 19.6234
-628.52 -25079.4 14.4495
-623.44 -25209.01 27.1612
-741.95 -25143.92 29.1802
-511.44 -25048.37 44.6809
-563.02 -25090.52 30.6405
-566.47 -25073.38 34.3547
-501.19 -25192.81 56.348
-519.6 -25043.77 33.7326
-729.83 -25043.53 73.507
-515.79 -25160.39 57.8544
-526.52 -25147.47 48.6574
-532.22 -25011.2 24.5958
-610.05 -25224.75 14.731
-736.72 -25246.67 23.5138
-685.71 -25059.19 51.3131
-731.83 -25193.79 36.8284
-675.93 -25149.66 21.867
-679.38 -25226.92 29.228
-723.81 -25204.85 45.6097
-718.81 -25183.62 89.5356
-580.08 -25194.51 18.8335
-624.71 -25073.5 26.6203
-679.95 -25188.27 50.7454
-621.46 -25042.24 68.4029
-628.45 -25070.02 46.831
-636.27 -25073.19 62.5893
-689.58 -25224.24 104.4238
-639.64 -25131.77 5.361
-731.44 -25240.17 35.4233
-725.21 -25155.61 43.9324
-525.17 -25156.66 47.6161
-678.61 -25111.83 31.6208
-588.15 -25198.31 23.0589
-531.52 -25017.93 22.6782
-648.61 -25034.56 46.3254
-708.31 -25247.86 32.2689
-725.0 -25241.0 54.4422
-588.48 -25054.05 30.9221
-592.25 -25066.05 16.9681
-607.38 -25089.22 13.5626
-673.14 -25208.01 63.8425
-711.04 -25000.13 28.1069
-572.66 -25042.41 56.7519
-530.48 -25033.21 12.0366
-589.18 -25031.41 32.6892
-700.62 -25191.78 119.1558
-580.4 -25059.96 44.6716
-654.08 -25108.31 49.1402
-605.59 -25064.95 12.035
-556.79 -25214.84 35.3362
-613.74 -25067.79 17.0645
-555.89 -25233.71 49.56
-668.31 -25211.58 48.317
-733.55 -25241.87 38.1938
-582.58 -25043.04 21.272
-579.17 -25051.57 70.8128
-615.83 -25011.5 21.1974
-517.2 -25143.37 52.3361
-619.72 -25051.2 18.7069
-718.27 -25241.58 34.5418
-587.59 -25066.8 26.0689
-528.44 -25064.29 57.3447
-680.45 -25132.83 17.4323
-625.55 -25141.58 18.8326
-729.2 -25244.76 33.3272
-536.51 -25056.07 40.9407
-725.15 -25220.62 29.877
-688.16 -25117.59 50.546
-641.86 -25159.11 23.9426
-589.81 -25012.78 33.3579
-565.62 -25111.9 8.3283
-740.99 -25243.78 22.9605
-644.96 -25037.93 33.8004
-523.0 -25181.31 54.7286
-523.29 -25083.37 39.4361
-633.51 -25164.77 33.3663
-523.77 -25003.69 21.512
-682.61 -25061.04 39.2564
-542.0 -25092.5 11.0196
-589.77 -25180.12 27.7294
-582.18 -25077.42 31.4747
-654.42 -25037.59 53.2823
-722.14 -25157.51 42.6884
-634.26 -25113.56 13.6476
-619.31 -25031.0 74.032
-610.68 -25118.1 18.7778
-552.72 -25000.15 47.9394
-635.14 -25019.31 29.7617
-640.8 -25052.36 29.9722
-625.89 -25127.65 16.0544
-524.23 -25038.17 9.2711
-603.91 -25189.23 26.3133
-732.46 -25214.2 15.7648
-531.84 -25037.39 26.2643
-656.46 -25076.12 15.6147
-733.82 -25228.09 56.1497
-534.3 -25036.07 23.0378
-683.48 -25109.83 59.0786
-595.0 -25172.0 14.172
-628.48 -25149.18 22.0927
-566.17 -25011.78 75.518
-710.34 -25247.18 26.3242
-702.73 -25171.73 151.8006
-730.22 -25201.21 24.9
-592.27 -25195.66 36.8332
-742.57 -25213.1 47.5118
-540.16 -25025.38 13.3368
-681.37 -25009.55 24.387
-505.3 -25178.14 38.8809
-570.93 -25084.62 49.1169
-631.57 -25022.25 38.9733
-685.77 -25246.01 41.4992
-737.29 -25203.5 31.7206
-593.71 -25177.6 13.9864
-534.09 -25045.29 34.3613
-527.68 -25000.63 33.9522
-654.58 -25164.19 29.253
-651.04 -25032.2 58.5393
-613.3 -25092.11 11.6394
-724.94 -25237.12 30.2007
-735.73 -25173.16 23.2084
-663.92 -25119.99 9.4176
-609.92 -25218.21 21.4702
-583.0 -25184.0 17.0238
-538.34 -25042.86 23.5895
-540.34 -25013.14 33.4709
-509.95 -25156.92 26.0487
-671.83 -25152.46 11.0986
-587.24 -25168.86 27.1319
-595.33 -25039.5 27.5912
-596.51 -25047.2 31.4731
-508.1 -25194.21 29.1091
-731.64 -25175.98 24.6615
-521.97 -25066.21 54.8827
-735.73 -25185.6 31.1925
-641.64 -25116.85 14.9186
-582.14 -25100.39 45.188
-586.02 -25097.7 34.435
-650.03 -25110.82 46.7565
-556.34 -25224.27 25.0464
-660.41 -25117.83 16.7383
-508.89 -25189.45 55.1507
-681.2 -25202.04 31.0523
-714.72 -25186.43 44.5448
-721.0 -25245.0 35.4419
-496.19 -25061.52 14.4332
-731.49 -25128.92 31.5867
-600.74 -25044.39 20.2243
-728.8 -25217.41 36.4335
-664.29 -25214.57 35.1372
-579.4 -25086.28 32.0464
-732.98 -25054.29 14.1114
-613.69 -25082.81 14.4519
-602.06 -25230.63 18.7895
-510.49 -25179.92 34.5798
-685.74 -25011.41 14.5719
-651.44 -25102.87 69.0061
-692.78 -25178.72 94.824
-562.52 -25013.58 45.0225
-657.65 -25085.42 32.3935
-697.32 -25218.4 37.7867
-624.93 -25038.96 33.7113
-626.77 -25051.85 30.0409
-596.05 -25062.8 12.7595
-518.93 -25085.6 33.3468
-525.92 -25020.96 26.6667
-492.92 -25064.16 9.2584
-546.67 -25004.92 27.6799
-696.0 -25193.85 67.5604
-516.89 -25026.2 18.3733
-680.06 -25126.24 33.9423
-694.47 -25144.17 27.0818
-581.48 -25154.97 5.7149
-594.56 -25034.49 38.4188
-628.58 -25055.82 33.6333
-698.41 -25233.69 102.0355
-597.61 -25008.73 19.3548
-695.93 -25176.28 125.5719
-515.68 -25165.45 33.4022
-727.99 -25197.06 45.3578
-738.57 -25146.28 43.1451
-619.3 -25132.85 33.7629
-733.64 -25206.71 17.6015
-639.62 -25025.44 63.9126
-496.24 -25042.39 9.9762
-509.19 -25162.03 29.2732
-504.9 -25052.34 29.5717
